"GUID","Index","Name","Description","Category","Productivity","Risk","SoftwareFlags","Reference","PluginName"
"WIKIA",1015,"Wikia","General browsing, interaction, and watching videos on wikis hosted on Wikia.","Web Services",2,2,0,"","sites"
"WIKIDOT",714,"wikidot","General browsing, posting, updates, page creation, and file transfers on wiki hosting site wikidot.com","Web Services",4,2,0,"","sites"
"WIKIPEDI",464,"Wikipedia","Wikipedia is an online editable encyclopedia.","Web Services",3,3,0,"","sites"
"WIKISPAC",871,"Wikispaces","General browsing and interaction on wikis hosted by Wikispaces.","Web Services",2,2,0,"","sites"
"WINLIVE",468,"Windows Live","A collection of Microsoft's online services.","Messaging",3,2,0,"","sites"
"WINMEDIA",483,"Windows Media","Windows multimedia traffic","Streaming Media",2,2,0,"","winmedia"
"WINMX",595,"WinMX","WinMX is a free peer-to-peer file sharing program. It runs on the Windows operating system, however the official WinMX website and WinMX servers have been offline since 2005 as a result of an increased presence of dummy files on the site, which led to a lawsuit. The application now operates through third-party modifications.","File Transfer",1,5,0,"","winmx"
"WINNY",492,"Winny","A Japanese peer-to-peer (P2P) file-sharing program.","File Transfer",1,5,0,"","winny"
"WINPHONE",1065,"Windows Phone","Traffic generated by browsing the Windows Phone web page.","Web Services",3,1,0,"","sites"
"WINS",56,"WINS","Microsoft's implementation of NetBIOS Name Service (NBNS), a name server and service for NetBIOS computer names.","Networking",4,1,0,"","cifs,portmap"
"WINUPDAT",603,"Windows Update","A service provided by Microsoft that allows users to get software patches and updates for MS Windows and other programs, including Internet Explorer, over the internet","File Transfer",4,2,0,"","winupdate"
"WOOLIK",1203,"Woolik","Traffic generated from wooklik.com and search engine enhancements generated by the Woolik product","Web Services",3,1,0,"","sites"
"WORDREF",1131,"Word Reference","Traffic generated from looking up words and translations, or participating in the games and forums on wordreference.com.","Web Services",3,1,0,"","sites"
"WORKDAY",1325,"Workday","Traffic consists of general browsing data generated by the Workday On-Demand Financial and HR Management website.","Web Services",5,1,0,"","sites"
"WOWGAME",365,"World Of Warcraft","Traffic generated by World of Warcraft video game, it handles interactions between players and online world","Games",1,3,0,"","blizzard,portmap"
"WRDPRESS",539,"Wordpress","An online blogging community.","Web Services",2,1,0,"","sites"
"WRETCH",698,"Wretch","General browsing and streaming media from Taiwanese community website","Web Services",3,1,0,"","sites"
"WSDAPI",1177,"Microsoft WSD","Web Services for Devices (WSD) is a Microsoft API to simplify programming connections to web service enabled devices. WSDAPI uses WS-Discovery for device discovery.","Web Services",3,1,0,"","portmap,wsd"
"WSDAPIS",1178,"Secured WSD","Secured channel for Web Services for Devices (WSD), a Microsoft API to simplify programming connections to web service enabled devices.","Web Services",3,1,0,"","portmap"
"WSDLEVNT",1180,"WSDL Event Receiver","A part of Web Services Description Language which receives the events.","Web Services",3,1,0,"","portmap"
"WSDSCVRY",1179,"Web Services Discovery","Web Services Discovery provides an access to software systems over the Internet using standard protocols.","Web Services",3,1,0,"","portmap,wsd"
"WSP",847,"WSP","An open standard for maintaining a high level session based on HTTP 1.1 with a few enhancements for performance over a wireless environment. It provides the upper-level application layer of WAP with a consistent interface for connection-oriented and connectionless services.","Networking",3,1,0,"","wsp"
"WSTNPOST",1130,"Washington Post","Traffic generated by browsing, reading articles, and viewing media on washingtonpost.com.","Web Services",2,1,0,"","sites"
"WYSE_TCX",681,"Wyse TCX","Wyse TCX Solutions feature a Collaborative Processing Architecture (CPA) which divides the workload between the server and the client to reduce the need for large servers.","Networking",4,1,0,"","tcx"
"X.25",4,"X.25","An ITU-T standard protocol suite for packet switched wide area network (WAN) communication.","Networking",3,1,0,"","nonip"
"X11",1358,"X Window System","Traffic generated by service type X Window System protocol registered with IANA on tcp/udp ports 6000-6063","Networking",3,1,0,"","x11"
"XANGA",540,"Xanga","A website that hosts weblogs, photoblogs, and social networking profiles.","Web Services",2,1,0,"","sites"
"XAXIS",935,"Xaxis","Traffic generated by browsing websites that use Xaxis to collect user analytics.","Web Services",3,1,0,"","sites"
"XBONE",212,"Xbone","X-Bone Control is a system for the automated deployment, management, coordination, and monitoring of IP overlay networks.","Networking",3,1,0,"","portmap"
"XBOX",421,"Xbox","Xbox game protocol traffic","Games",1,2,0,"","portmap,xbox"
"XBOXLIVE",1064,"Xbox Live","Traffic generated by browsing Xbox and Xbox Live web pages.","Games",1,1,0,"","xbox"
"XDMCP",163,"XDMCP","X Display Manager Control Protocol","Networking",3,1,0,"","portmap"
"XFER",83,"Xfer","The Xfer Utility is used for DNS zone transfers.","Networking",3,2,0,"","portmap"
"XING",872,"XING","General browsing, interaction, and communication on professional network site XING.","Social Networking",4,1,0,"","sites"
"XINHUANT",1132,"Xinhua","Traffic generated from reading articles and viewing media on xinhuanet.com.","Web Services",3,1,0,"","sites"
"XITI",1221,"XiTi","Traffic generated by browsing websites that use XiTi to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"XMPP",495,"XMPP","XMPP (Extensible Messaging and Presence Protocol) is an open technology for real-time communication.","Messaging",3,4,0,"","portmap,xmpp"
"XMPPFILE",1287,"XMPP File Transfer","XEP-0065: SOCKS5 Bytestreams. An XMPP protocol extension for establishing an out-of-band bytestream between any two XMPP users, mainly for the purpose of file transfer. The bytestream can be either direct (peer-to-peer) or mediated (though a special-purpose proxy server). The typical transport protocol used is TCP, although UDP can optionally be supported as well.","File Transfer",3,4,0,"","xmpp"
"XNS",151,"XNS","Xerox Network Services (XNS)","Networking",3,1,0,"","portmap"
"XNSAUTH",68,"XNS Authentication","XNS (Xerox Networking Services) Authentication","Networking",5,1,0,"","portmap"
"XNSCH",66,"XNS Clearinghouse","XNS (Xerox Networking Services) Clearinghouse Protocol","Networking",5,1,0,"","portmap"
"XNSMAIL",69,"XNS Mail","XNS (Xerox Networking Services) Mail","Mail",5,1,0,"","portmap"
"XNSTIME",64,"XNS Time","XNS Time Protocol","Networking",4,1,0,"","portmap"
"XPLUSONE",942,"X Plus One","Traffic generated by browsing websites that use X Plus One for ad generation.","Web Services",3,1,0,"","sites"
"XUNLEI",609,"Xunlei","A download manager that supports file transfers using HTTP, FTP, eDonkey, and BitTorrent protocols","File Transfer",1,5,0,"","xunlei"
"XYPLEX",159,"Xyplex","Xyplex","Networking",3,1,0,"","portmap"
"Y8",699,"Y8.com","General browsing, game play, and streaming media from gaming website Y8.com","Games",1,1,0,"","sites"
"YABUKA",938,"Yabuka","Traffic generated by browsing websites that use Yabuka to generate ads.","Web Services",3,1,0,"","sites"
"YAHOO",463,"Yahoo","Yahoo and its online services.","Web Services",3,3,0,"","kakao,yahoo"
"YAHOOVID",1259,"Yahoo video","Yahoo online video services","Streaming Media",3,3,0,"","yahoo"
"YAMMER",1346,"Yammer","Traffic consists of general web browsing data generated by Yammer's Enterprise Social Network.","Web Services",5,1,0,"","sites"
"YANDAPPM",1456,"Yandex AppMetrica","Analytics traffic generated from the Yandex AppMetrica service.","Web Services",5,1,0,"","yandex"
"YANDDISK",1447,"Yandex Disk","Syncing files via the Yandex Disk service on a web browser, desktop, or mobile app.","File Transfer",3,3,0,"","yandex"
"YANDEX",1200,"Yandex","Using Yandex's search engine and other Yandex web services.","Web Services",3,2,0,"","yandex"
"YANDIMG",1452,"Yandex Images","Web traffic generated by searching Yandex Images and accessing images hosted by Yandex.","Web Services",3,1,0,"","yandex"
"YANDMAIL",1451,"Yandex Mail","Traffic generated by accessing the Yandex Mail service with a browser or mobile app.","Web Services",3,2,0,"","yandex"
"YANDMAP",1454,"Yandex Maps","Traffic generated by using Yandex Maps and related services on a browser or mobile app.","Web Services",3,1,0,"","yandex"
"YANDMNY",1459,"Yandex Money","Traffic generated by using the Yandex Money service on a browser or mobile app.","Web Services",3,1,0,"","yandex"
"YANDMRKT",1458,"Yandex Market","Traffic generated by using the Yandex Market service on a browser or mobile app.","Web Services",3,1,0,"","yandex"
"YANDMUSC",1457,"Yandex Music","Traffic generated by streaming audio and browsing the Yandex Music website or mobile app.","Web Services",1,2,0,"","yandex"
"YANDTRAN",1455,"Yandex Translate","Traffic generated by using the Yandex Translate service on a browser or mobile app.","Web Services",3,1,0,"","yandex"
"YANDVIDO",1453,"Yandex Video","Web traffic generated by using the Yandex Video search engine.","Web Services",3,2,0,"","yandex"
"YBRANTDG",939,"Ybrant Digital","Traffic generated by browsing websites that use Ybrant to generate ads.","Web Services",3,1,0,"","sites"
"YELP",585,"Yelp","Social networking, user review, and local search service","Social Networking",2,2,0,"","sites"
"YEMOSONI",1466,"Yemonisoni","Traffic generated by using mobile apps that use Yemonisoni to generate ad traffic.","Web Services",1,1,0,"","sites"
"YHOOSLRP",588,"Yahoo Slurp","Yahoo web-crawler that obtains content for Yahoo Search engine","Web Services",3,1,0,"","yahoo"
"YIELDMGR",800,"YieldManager","Ad/tag/cookie traffic generated by the AD/CDN service YieldManager","Web Services",1,3,0,"","sites"
"YIKYAK",1395,"Yik Yak","Traffic generated from browsing Yik Yak's website, and using Yik Yak's communication platform on mobile devices.","Social Networking",3,2,0,"http://www.yikyakapp.com/","sites"
"YIXIN",1159,"YiXin","Chatting, sending files, browsing other people's and companies profiles and information with instant messaging application YiXin","Messaging",1,2,0,"","yixin"
"YMSG",497,"Yahoo Messenger","Yahoo's Instant Messaging client.","Messaging",2,4,0,"","yahoo"
"YMSGAUD",1038,"YMSG Audio","Voice calls using the Yahoo Messenger application.","Streaming Media",2,2,0,"","yahoo"
"YMSGCHAT",1036,"YMSG Chat","Chat messages with the Yahoo Messenger Client and Web Messenger.","Messaging",3,2,0,"","yahoo"
"YMSGFILE",577,"YMSG File Transfer","File transfer traffic within the Yahoo Messenger application","File Transfer",2,4,0,"","yahoo"
"YMSGSMS",1037,"YMSG SMS","SMS messages with the Yahoo Messenger Client and Web Messenger.","Messaging",2,2,0,"","yahoo"
"YMSGVID",1039,"YMSG Video","Video calls using the Yahoo Messenger application","Streaming Media",3,3,0,"","yahoo"
"YOUKU",1004,"Youku","Traffic generated by browsing and streaming video from the Android, iPhone and Windows applications, as well as the web site.","Web Services",2,2,0,"","youku"
"YOUSNDIT",555,"YouSendIt","(Deprecated - replaced by HIGHTAIL)A Web-based secure digital file delivery company, which lets users securely send, receive and track files on demand.","File Transfer",3,4,0,"","sites"
"YOUTUBE",484,"YouTube","A video-sharing website on which users can upload, share, and view videos.","Streaming Media",1,4,0,"","youtube"
"Z3950",185,"Z3950","ANSI Z39.50 is a client-server protocol for searching and retrieving information from remote computer databases.","Networking",3,1,0,"","portmap"
"ZABBIX",1161,"Zabbix","Network status information communicated between Zabbix servers and agents (clients)","Network Monitoring",5,1,0,"","portmap,zabbix"
"ZANNET",233,"ZanNet","A combination Windows 95 network client and Unix server that providing Windows 95 network drive access to your server files. Intended to replace both File Transfer Protocol (FTP) and Telnet programs, ZanNet accesses web pages and remote files over your current Internet connection.","File Transfer",2,3,0,"","portmap"
"ZANOX",1234,"Zanox","Traffic generated by browsing websites that use Zanox to generate ad traffic and gather analytics","Web Services",3,1,0,"","sites"
"ZEBRA",241,"Zebra","A high-performance, general-purpose structured text indexing and retrieval engine. It reads structured records in a variety of input formats (e.g. email, XML, MARC) and allows access to them through exact boolean search expressions and relevance-ranked free-text queries.","Networking",3,1,0,"","portmap"
"ZEDO",1142,"Zedo","Online Advertising content from an advertising company Zedo, Inc.","Web Services",3,1,0,"","sites"
